Kód,Územná jednotka,Spolu,muži (abs.),muži (%),ženy (abs.),ženy (%)
SK041C519316,Kalnište,513,265,51.66,248,48.34
SK041C519332,Kobylnice,90,48,53.33,42,46.67
SK041C519391,Kračúnovce,1239,635,51.25,604,48.75
SK041C519448,Kuková,720,361,50.14,359,49.86
SK041C519537,Lúčka (Okres Svidník),520,264,50.77,256,49.23
SK041C519561,Lužany pri Topli,248,124,50,124,50
SK041C519596,Mičakovce,125,64,51.2,61,48.8
SK041C519987,Železník,462,256,55.41,206,44.59
SK041C519995,Želmanovce,327,176,53.82,151,46.18
SK041C527106,Svidník,10168,4952,48.7,5216,51.3
SK041C527122,Belejovce,24,12,50,12,50
SK041C527131,Beňadikovce,204,106,51.96,98,48.04
SK041C527149,Bodružal,60,33,55,27,45
SK041C527211,Cernina,581,289,49.74,292,50.26
SK041C527220,Cigla,74,36,48.65,38,51.35
SK041C527238,Dlhoňa,91,42,46.15,49,53.85
SK041C527246,Dobroslava,46,21,45.65,25,54.35
SK041C527254,Dubová (Okres Svidník),200,107,53.5,93,46.5
SK041C527271,Fijaš,146,68,46.58,78,53.42
SK041C527301,Havranec,15,8,53.33,7,46.67
SK041C527319,Hrabovčík,329,167,50.76,162,49.24
SK041C527327,Hunkovce,328,165,50.3,163,49.7
SK041C527351,Jurkova Voľa,84,39,46.43,45,53.57
SK041C527360,Kapišová,450,237,52.67,213,47.33
SK041C527378,Kečkovce,254,128,50.39,126,49.61
SK041C527394,Korejovce,76,37,48.68,39,51.32
SK041C527424,Krajná Bystrá,474,235,49.58,239,50.42
SK041C527432,Krajná Poľana,212,101,47.64,111,52.36
SK041C527441,Krajná Porúbka,35,15,42.86,20,57.14
SK041C527459,Krajné Čierno,79,41,51.9,38,48.1
SK041C527483,Kružlová,705,342,48.51,363,51.49
SK041C527491,Kurimka,386,179,46.37,207,53.63
SK041C527505,Ladomirová,1045,532,50.91,513,49.09
SK041C527548,Matovce,117,55,47.01,62,52.99
SK041C527556,Medvedie,44,19,43.18,25,56.82
SK041C527564,Mestisko,447,218,48.77,229,51.23
SK041C527599,Miroľa,56,28,50,28,50
SK041C527602,Mlynárovce,215,93,43.26,122,56.74
SK041C527629,Nižná Jedľová,104,52,50,52,50
SK041C527645,Nižná Pisaná,83,43,51.81,40,48.19
SK041C527653,Nižný Komárnik,178,93,52.25,85,47.75
SK041C527661,Nižný Mirošov,270,132,48.89,138,51.11
SK041C527670,Nižný Orlík,317,154,48.58,163,51.42
SK041C527688,Nová Polianka,66,34,51.52,32,48.48
SK041C527696,Okrúhle,574,289,50.35,285,49.65
SK041C527734,Príkra,12,9,75,3,25
SK041C527742,Pstriná,56,24,42.86,32,57.14
SK041C527751,Radoma,424,214,50.47,210,49.53
SK041C527769,Rakovčík,136,69,50.74,67,49.26
SK041C527777,Rovné (Okres Svidník),478,224,46.86,254,53.14
SK041C527785,Roztoky,436,213,48.85,223,51.15
SK041C527807,Soboš,144,68,47.22,76,52.78
SK041C527831,Stročín,561,283,50.45,278,49.55
SK041C527858,Svidnička,142,71,50,71,50
SK041C527874,Šarbov,17,7,41.18,10,58.82
SK041C527882,Šarišský Štiavnik,264,143,54.17,121,45.83
SK041C527891,Šemetkovce,90,47,52.22,43,47.78
SK041C527904,Štefurov,105,56,53.33,49,46.67
SK041C527947,Vagrinec,116,55,47.41,61,52.59
SK041C527955,Valkovce,212,114,53.77,98,46.23
SK041C527963,Vápeník,40,22,55,18,45
SK041C528030,Vyšná Jedľová,189,94,49.74,95,50.26
SK041C528056,Vyšná Pisaná,65,27,41.54,38,58.46
SK041C528064,Vyšný Komárnik,80,45,56.25,35,43.75
SK041C528072,Vyšný Mirošov,597,296,49.58,301,50.42
SK041C528081,Vyšný Orlík,385,205,53.25,180,46.75
SK041C580601,Dukovce,280,137,48.93,143,51.07
SK041D528731,Holčíkovce,419,211,50.36,208,49.64
SK041D528749,Jasenovce,213,114,53.52,99,46.48
SK041D528757,Jastrabie nad Topľou,487,261,53.59,226,46.41
SK041D528765,Juskova Voľa,296,150,50.68,146,49.32
SK041D528773,Kamenná Poruba (Okres Vranov nad Topľou),1548,772,49.87,776,50.13
SK041D528781,Kladzany,536,272,50.75,264,49.25
SK041D528790,Komárany,505,241,47.72,264,52.28
SK041D528811,Kučín (Okres Vranov nad Topľou),556,283,50.9,273,49.1
SK041D528820,Kvakovce,412,226,54.85,186,45.15
SK041D528838,Majerovce,449,217,48.33,232,51.67
SK041D528846,Malá Domaša,639,322,50.39,317,49.61
SK041D528854,Matiaška,290,140,48.28,150,51.72
SK041D528862,Medzianky,299,155,51.84,144,48.16
SK041D528871,Merník,614,311,50.65,303,49.35
SK041D528889,Michalok,276,148,53.62,128,46.38
SK041D528901,Nižný Hrabovec,1625,812,49.97,813,50.03
SK041D528919,Nižný Hrušov,1508,736,48.81,772,51.19
SK041D528927,Nižný Kručov,387,177,45.74,210,54.26
SK041D528935,Nová Kelča,330,164,49.7,166,50.3
SK041D528943,Ondavské Matiašovce,805,412,51.18,393,48.82
SK041D528960,Pavlovce (Okres Vranov nad Topľou),797,404,50.69,393,49.31
SK041D528978,Petkovce,135,71,52.59,64,47.41
SK041D528986,Petrovce (Okres Vranov nad Topľou),450,215,47.78,235,52.22
SK041D528994,Piskorovce,117,60,51.28,57,48.72
SK041D529001,Poša,941,468,49.73,473,50.27
SK041D529028,Prosačov,211,104,49.29,107,50.71
SK041D529036,Radvanovce,218,103,47.25,115,52.75
SK041D529044,Rafajovce,165,81,49.09,84,50.91
SK041D529052,Remeniny,273,144,52.75,129,47.25
SK041D529079,Rudlov,687,335,48.76,352,51.24
SK041D529109,Ruská Voľa,86,44,51.16,42,48.84
SK041D529117,Vyšný Kazimír,188,94,50,94,50
SK041D529125,Sačurov,2478,1241,50.08,1237,49.92
SK041D529133,Sečovská Polianka,2701,1352,50.06,1349,49.94
SK041D529141,Sedliská,1477,739,50.03,738,49.97
SK041D529150,Skrabské,775,388,50.06,387,49.94
SK041D529168,Slovenská Kajňa,727,344,47.32,383,52.68
SK041D529176,Soľ,2629,1333,50.7,1296,49.3
SK041D529184,Štefanovce (Okres Vranov nad Topľou),107,54,50.47,53,49.53
SK041D529192,Tovarné,992,507,51.11,485,48.89
SK041D529206,Tovarnianska Polianka,110,53,48.18,57,51.82
SK041D529214,Vavrinec,55,31,56.36,24,43.64
SK041D529222,Vechec,2837,1398,49.28,1439,50.72
SK041D529231,Vlača,226,111,49.12,115,50.88
SK041D529257,Vyšný Žipov,1142,567,49.65,575,50.35
SK041D529265,Zámutov,3290,1644,49.97,1646,50.03
SK041D529281,Zlatník,76,40,52.63,36,47.37
SK041D529290,Žalobín,819,393,47.99,426,52.01
SK041D544051,Vranov nad Topľou,21248,10330,48.62,10918,51.38
SK041D544060,Babie,230,108,46.96,122,53.04
SK041D544078,Banské,1906,969,50.84,937,49.16
SK041D544086,Benkovce,557,253,45.42,304,54.58
SK041D544094,Bystré,2745,1388,50.56,1357,49.44
SK041D544108,Cabov,383,190,49.61,193,50.39
SK041D544116,Čaklov,2687,1329,49.46,1358,50.54
SK041D544124,Čičava,1288,632,49.07,656,50.93
SK041D544132,Čierne nad Topľou,719,353,49.1,366,50.9
SK041D544141,Ďapalovce,433,209,48.27,224,51.73
SK041D544159,Davidov,781,376,48.14,405,51.86
SK041D544167,Detrík,54,23,42.59,31,57.41
SK041D544175,Dlhé Klčovo,1372,687,50.07,685,49.93
SK041D544183,Ďurďoš,256,129,50.39,127,49.61
SK041D544191,Giglovce,146,74,50.68,72,49.32
SK041D544205,Girovce,55,29,52.73,26,47.27
SK041D544213,Hanušovce nad Topľou,3777,1872,49.56,1905,50.44
SK041D544221,Hermanovce nad Topľou,688,347,50.44,341,49.56
SK041D544230,Hlinné,1887,971,51.46,916,48.54
SK041D581674,Hencovce,1311,652,49.73,659,50.27
SK0411518964,Vaniškovce,355,173,48.73,182,51.27
SK0411519006,Bardejov,30840,15267,49.5,15573,50.5
SK0411519014,Abrahámovce (Okres Bardejov),337,165,48.96,172,51.04
SK0411519022,Andrejová,350,187,53.43,163,46.57
SK0411519049,Bartošovce,738,372,50.41,366,49.59
SK0411519057,Becherov,280,139,49.64,141,50.36
SK0411519065,Beloveža,775,394,50.84,381,49.16
SK0411519073,Bogliarka,103,56,54.37,47,45.63
SK0411519081,Brezov,369,195,52.85,174,47.15
SK0411519090,Brezovka,104,47,45.19,57,54.81
SK0411519103,Buclovany,207,104,50.24,103,49.76
SK0411519111,Cigeľka,587,292,49.74,295,50.26
SK0411519138,Dubinné,339,177,52.21,162,47.79
SK0411519154,Frička,330,162,49.09,168,50.91
SK0411519162,Fričkovce,731,372,50.89,359,49.11
SK0411519171,Gaboltov,492,246,50,246,50
SK0411519189,Gerlachov (Okres Bardejov),1056,527,49.91,529,50.09
SK0411519201,Hankovce (Okres Bardejov),451,219,48.56,232,51.44
SK0411519219,Harhaj,264,118,44.7,146,55.3
SK0411519227,Hažlín,1078,536,49.72,542,50.28
SK0411519235,Hertník,1019,512,50.25,507,49.75
SK0411519243,Hervartov,516,248,48.06,268,51.94
SK0411519251,Hrabovec,510,260,50.98,250,49.02
SK0411519260,Hrabské,642,326,50.78,316,49.22
SK0411519278,Hutka,96,41,42.71,55,57.29
SK0411519286,Chmeľová,369,179,48.51,190,51.49
SK0411519294,Janovce,465,230,49.46,235,50.54
SK0411519308,Jedlinka,80,33,41.25,47,58.75
SK0411519324,Kľušov,1081,554,51.25,527,48.75
SK0411519341,Kobyly,856,440,51.4,416,48.6
SK0411519359,Kochanovce (Okres Bardejov),272,141,51.84,131,48.16
SK0411519367,Komárov,455,240,52.75,215,47.25
SK0411519375,Koprivnica,652,339,51.99,313,48.01
SK0411519383,Kožany,104,52,50,52,50
SK0411519405,Krivé,212,101,47.64,111,52.36
SK0411519413,Kríže,64,36,56.25,28,43.75
SK0411519421,Kružlov,997,488,48.95,509,51.05
SK0411519430,Kučín (Okres Bardejov),323,174,53.87,149,46.13
SK0411519456,Kurima,1095,565,51.6,530,48.4
SK0411519464,Kurov,676,339,50.15,337,49.85
SK0411519472,Lascov,583,307,52.66,276,47.34
SK0411519481,Lenartov,1170,584,49.91,586,50.09
SK0411519499,Lipová (Okres Bardejov),70,35,50,35,50
SK0411519502,Livov,62,30,48.39,32,51.61
SK0411519511,Livovská Huta,45,21,46.67,24,53.33
SK0411519529,Lopúchov,311,159,51.13,152,48.87
SK0411519545,Lukavica (Okres Bardejov),374,179,47.86,195,52.14
SK0411519553,Lukov,652,342,52.45,310,47.55
SK0411519570,Malcov,1604,804,50.12,800,49.88
SK0411519588,Marhaň,952,491,51.58,461,48.42
SK0411519600,Mikulášová,122,68,55.74,54,44.26
SK0411519618,Mokroluh,771,400,51.88,371,48.12
SK0411519626,Nemcovce (Okres Bardejov),261,139,53.26,122,46.74
SK0411519634,Nižná Polianka,221,112,50.68,109,49.32
SK0411519642,Nižná Voľa,274,126,45.99,148,54.01
SK0411519669,Nižný Tvarožec,539,289,53.62,250,46.38
SK0411519677,Oľšavce,165,89,53.94,76,46.06
SK0411519685,Ondavka,15,8,53.33,7,46.67
SK0411519693,Ortuťová,192,96,50,96,50
SK0411519707,Osikov,989,488,49.34,501,50.66
SK0411519715,Petrová,943,462,48.99,481,51.01
SK0411519723,Poliakovce,379,193,50.92,186,49.08
SK0411519731,Porúbka (Okres Bardejov),223,109,48.88,114,51.12
SK0411519740,Regetovka,46,26,56.52,20,43.48
SK0411519758,Rešov,303,147,48.51,156,51.49
SK0411519766,Richvald,996,491,49.3,505,50.7
SK0411519774,Rokytov,552,287,51.99,265,48.01
SK0411519782,Smilno,678,343,50.59,335,49.41
SK0411519791,Snakov,675,331,49.04,344,50.96
SK0411519804,Stebnícka Huta,204,112,54.9,92,45.1
SK0411519812,Stebník,305,150,49.18,155,50.82
SK0411519821,Stuľany,553,269,48.64,284,51.36
SK0411519839,Sveržov,617,305,49.43,312,50.57
SK0411519847,Šarišské Čierne,300,151,50.33,149,49.67
SK0411519855,Šašová,164,83,50.61,81,49.39
SK0411519863,Šiba,633,310,48.97,323,51.03
SK0411519871,Tarnov,404,197,48.76,207,51.24
SK0411519880,Tročany,284,133,46.83,151,53.17
SK0411519901,Varadka,248,134,54.03,114,45.97
SK0411519910,Vyšná Polianka,109,56,51.38,53,48.62
SK0411519928,Vyšná Voľa,393,204,51.91,189,48.09
SK0411519936,Raslavice,2792,1385,49.61,1407,50.39
SK0411519944,Vyšný Kručov,151,76,50.33,75,49.67
SK0411519952,Vyšný Tvarožec,121,67,55.37,54,44.63
SK0411519961,Zborov,3533,1730,48.97,1803,51.03
SK0411519979,Zlaté,764,378,49.48,386,50.52
SK0412518638,Valaškovce (vojenský obvod),0,0,0,0,0
SK0412520004,Humenné,31359,15014,47.88,16345,52.12
SK0412520012,Adidovce,227,110,48.46,117,51.54
SK0412520021,Baškovce (Okres Humenné),403,204,50.62,199,49.38
SK0412520055,Brekov,1332,654,49.1,678,50.9
SK0412520063,Brestov (Okres Humenné),595,312,52.44,283,47.56
SK0412520110,Černina,154,78,50.65,76,49.35
SK0412520152,Dedačov,159,80,50.31,79,49.69
SK0412520195,Hankovce (Okres Humenné),503,270,53.68,233,46.32
SK0412520225,Hrabovec nad Laborcom,501,264,52.69,237,47.31
SK0412520233,Hrubov,478,227,47.49,251,52.51
SK0412520241,Hudcovce,395,206,52.15,189,47.85
SK0412520250,Rokytov pri Humennom,280,136,48.57,144,51.43
SK0412520268,Chlmec,588,307,52.21,281,47.79
SK0412520276,Jabloň,392,176,44.9,216,55.1
SK0412520292,Jankovce,267,141,52.81,126,47.19
SK0412520331,Kamenica nad Cirochou,2275,1139,50.07,1136,49.93
SK0412520349,Kamienka (Okres Humenné),526,266,50.57,260,49.43
SK0412520357,Karná,458,211,46.07,247,53.93
SK0412520373,Kochanovce (Okres Humenné),737,364,49.39,373,50.61
SK0412520403,Koškovce,574,291,50.7,283,49.3
SK0412520446,Lieskovec (Okres Humenné),434,223,51.38,211,48.62
SK0412520454,Ľubiša,818,424,51.83,394,48.17
SK0412520462,Lukačovce,465,230,49.46,235,50.54
SK0412520497,Modra nad Cirochou,984,486,49.39,498,50.61
SK0412520501,Myslina,583,293,50.26,290,49.74
SK0412520527,Nechválova Polianka,74,42,56.76,32,43.24
SK0412520535,Nižná Jablonka,147,82,55.78,65,44.22
SK0412520543,Nižné Ladičkovce,328,153,46.65,175,53.35
SK0412520560,Ohradzany,631,310,49.13,321,50.87
SK0412520624,Papín,908,461,50.77,447,49.23
SK0412520667,Porúbka (Okres Humenné),257,117,45.53,140,54.47
SK0412520683,Ptičie,638,311,48.75,327,51.25
SK0412520721,Rovné (Okres Humenné),464,213,45.91,251,54.09
SK0412520772,Slovenská Volová,561,286,50.98,275,49.02
SK0412520781,Slovenské Krivé,119,58,48.74,61,51.26
SK0412520896,Topoľovka,795,395,49.69,400,50.31
SK0412520900,Turcovce,301,142,47.18,159,52.82
SK0412520926,Udavské,1231,620,50.37,611,49.63
SK0412520977,Veľopolie,362,182,50.28,180,49.72
SK0412520985,Víťazovce,300,161,53.67,139,46.33
SK0412521019,Vyšná Jablonka,51,33,64.71,18,35.29
SK0412521027,Vyšné Ladičkovce,185,88,47.57,97,52.43
SK0412521035,Vyšný Hrušov,486,256,52.67,230,47.33
SK0412521043,Závadka (Okres Humenné),538,263,48.88,275,51.12
SK0412521086,Zbudské Dlhé,769,394,51.24,375,48.76
SK0412521116,Zubné,354,181,51.13,173,48.87
SK0412528803,Košarovce,620,310,50,310,50
SK0412528897,Nižná Sitnica,299,157,52.51,142,47.49
SK0412528951,Pakostov,431,219,50.81,212,49.19
SK0412529010,Prituľany,41,26,63.41,15,36.59
SK0412529061,Rohožník (Okres Humenné),44,21,47.73,23,52.27
SK0412529087,Ruská Kajňa,108,55,50.93,53,49.07
SK0412529095,Ruská Poruba,214,102,47.66,112,52.34
SK0412529249,Vyšná Sitnica,344,175,50.87,169,49.13
SK0412529273,Závada (Okres Humenné),65,30,46.15,35,53.85
SK0412559547,Jasenov (Okres Humenné),1179,599,50.81,580,49.19
SK0412559598,Hažín nad Cirochou,677,330,48.74,347,51.26
SK0412559636,Sopkovce,100,59,59,41,41
SK0412559644,Gruzovce,132,66,50,66,50
SK0412559652,Maškovce,52,27,51.92,25,48.08
SK0412582140,Lackovce,834,422,50.6,412,49.4
SK0413523399,Abrahámovce (Okres Kežmarok),250,122,48.8,128,51.2
SK0413523411,Bušovce,304,168,55.26,136,44.74
SK0413523429,Červený Kláštor,219,103,47.03,116,52.97
SK0413523461,Havka,45,23,51.11,22,48.89
SK0413523470,Holumnica,925,490,52.97,435,47.03
SK0413523500,Hradisko,96,48,50,48,50
SK0413523526,Huncovce,3055,1510,49.43,1545,50.57
SK0413523534,Ihľany,1564,804,51.41,760,48.59
SK0413523551,Javorina (vojensky obvod),0,0,0,0,0
SK0413523569,Jezersko,76,38,50,38,50
SK0413523577,Jurské,1372,656,47.81,716,52.19
SK0413523585,Kežmarok,15552,7542,48.5,8010,51.5
SK0413523607,Krížová Ves,2281,1123,49.23,1158,50.77
SK0413523615,Lechnica,252,121,48.02,131,51.98
SK0413523623,Lendak,5409,2839,52.49,2570,47.51
SK0413523674,Majere,114,55,48.25,59,51.75
SK0413523682,Ľubica,4476,2224,49.69,2252,50.31
SK0413523712,Matiašovce,809,405,50.06,404,49.94
SK0413523739,Mlynčeky,679,330,48.6,349,51.4
SK0413523771,Osturňa,290,149,51.38,141,48.62
SK0413523780,Podhorany (Okres Kežmarok),2705,1352,49.98,1353,50.02
SK0413523798,Rakúsy,3177,1662,52.31,1515,47.69
SK0413523801,Reľov,333,175,52.55,158,47.45
SK0413523810,Slovenská Ves,1879,936,49.81,943,50.19
SK0413523828,Spišská Belá,6646,3293,49.55,3353,50.45
SK0413523836,Spišská Stará Ves,2202,1089,49.46,1113,50.54
SK0413523861,Spišské Hanušovce,781,404,51.73,377,48.27
SK0413523887,Stará Lesná,971,461,47.48,510,52.52
SK0413523909,Stráne pod Tatrami,2289,1147,50.11,1142,49.89
SK0413523976,Toporec,1988,981,49.35,1007,50.65
SK0413523984,Tvarožná,729,362,49.66,367,50.34
SK0413523992,Veľká Franková,340,178,52.35,162,47.65
SK0413524000,Veľká Lomnica,5120,2643,51.62,2477,48.38
SK0413524042,Vlková,855,433,50.64,422,49.36
SK0413524051,Vlkovce,477,237,49.69,240,50.31
SK0413524069,Vojňany,307,151,49.19,156,50.81
SK0413524077,Vrbov,1534,754,49.15,780,50.85
SK0413524085,Výborná,1316,667,50.68,649,49.32
SK0413524115,Zálesie (Okres Kežmarok),84,46,54.76,38,45.24
SK0413524123,Žakovce,873,462,52.92,411,47.08
SK0413559938,Malá Franková,185,93,50.27,92,49.73
SK0413581241,Malý Slavkov,1126,558,49.56,568,50.44
SK0414526371,Baldovce,172,88,51.16,84,48.84
SK0414526380,Beharovce,169,82,48.52,87,51.48
SK0414526401,Bijacovce,967,483,49.95,484,50.05
SK0414526410,Brutovce,150,84,56,66,44
SK0414526428,Buglovce,280,140,50,140,50
SK0414526452,Dlhé Stráže,597,301,50.42,296,49.58
SK0414526461,Doľany (Okres Levoča),779,396,50.83,383,49.17
SK0414526479,Domaňovce,907,450,49.61,457,50.39
SK0414526487,Dravce,809,447,55.25,362,44.75
SK0414526495,Dúbrava (Okres Levoča),329,156,47.42,173,52.58
SK0414526517,Granč-Petrovce,633,322,50.87,311,49.13
SK0414526525,Harakovce,58,27,46.55,31,53.45
SK0414526606,Vyšné Repaše,87,41,47.13,46,52.87
SK0414526614,Vyšný Slavkov,260,140,53.85,120,46.15
SK0414543179,Jablonov,987,476,48.23,511,51.77
SK0414543225,Klčov,630,325,51.59,305,48.41
SK0414543276,Kurimany,369,195,52.85,174,47.15
SK0414543292,Levoča,14256,7040,49.38,7216,50.62
SK0414543314,Lúčka (Okres Levoča),114,63,55.26,51,44.74
SK0414543381,Nemešany,422,210,49.76,212,50.24
SK0414543390,Nižné Repaše,159,81,50.94,78,49.06
SK0414543420,Oľšavica,256,126,49.22,130,50.78
SK0414543446,Ordzovany,158,86,54.43,72,45.57
SK0414543454,Pavľany,42,21,50,21,50
SK0414543462,Poľanovce,160,73,45.63,87,54.38
SK0414543471,Pongrácovce,127,62,48.82,65,51.18
SK0414543578,Spišské Podhradie,3791,1883,49.67,1908,50.33
SK0414543608,Spišský Hrhov,1743,878,50.37,865,49.63
SK0414543624,Spišský Štvrtok,2578,1251,48.53,1327,51.47
SK0414543641,Studenec,482,238,49.38,244,50.62
SK0414543675,Torysky,327,180,55.05,147,44.95
SK0414543691,Uloža,220,112,50.91,108,49.09
SK0414581640,Korytné,89,46,51.69,43,48.31
SK0415520071,Brestov nad Laborcom,106,56,52.83,50,47.17
SK0415520098,Čabalovce,322,172,53.42,150,46.58
SK0415520101,Čabiny,320,168,52.5,152,47.5
SK0415520128,Čertižné,323,156,48.3,167,51.7
SK0415520187,Habura,467,256,54.82,211,45.18
SK0415520314,Kalinov,261,105,40.23,156,59.77
SK0415520411,Krásny Brod,467,241,51.61,226,48.39
SK0415520471,Medzilaborce,5965,2938,49.25,3027,50.75
SK0415520519,Ňagov,390,197,50.51,193,49.49
SK0415520578,Oľka,260,141,54.23,119,45.77
SK0415520586,Oľšinkov,20,10,50,10,50
SK0415520616,Palota,193,100,51.81,93,48.19
SK0415520691,Radvaň nad Laborcom,526,266,50.57,260,49.43
SK0415520705,Repejov,119,66,55.46,53,44.54
SK0415520713,Roškovce,141,66,46.81,75,53.19
SK0415520853,Sukov,153,79,51.63,74,48.37
SK0415520861,Svetlice,89,43,48.31,46,51.69
SK0415520951,Valentovce,42,26,61.9,16,38.1
SK0415520993,Volica,264,135,51.14,129,48.86
SK0415521001,Výrava,189,103,54.5,86,45.5
SK0415521060,Zbojné,162,84,51.85,78,48.15
SK0415521078,Zbudská Belá,116,58,50,58,50
SK0415559610,Rokytovce,161,82,50.93,79,49.07
SK0416523381,Poprad,49855,23811,47.76,26044,52.24
SK0416523402,Batizovce,2457,1196,48.68,1261,51.32
SK0416523437,Gánovce,1404,708,50.43,696,49.57
SK0416523445,Gerlachov (Okres Poprad),835,424,50.78,411,49.22
SK0416523488,Hôrka,2108,1086,51.52,1022,48.48
SK0416523496,Hozelec,766,383,50,383,50
SK0416523518,Hranovnica,3167,1620,51.15,1547,48.85
SK0416523542,Jánovce (Okres Poprad),1647,845,51.31,802,48.69
SK0416523593,Kravany (Okres Poprad),897,452,50.39,445,49.61
SK0416523631,Liptovská Teplička,2405,1192,49.56,1213,50.44
SK0416523658,Lučivná,941,469,49.84,472,50.16
SK0416523721,Mengusovce,685,337,49.2,348,50.8
SK0416523747,Mlynica,627,312,49.76,315,50.24
SK0416523763,Nová Lesná,1657,823,49.67,834,50.33
SK0416523844,Spišská Teplica,2253,1124,49.89,1129,50.11
SK0416523852,Spišské Bystré,2479,1266,51.07,1213,48.93
SK0416523879,Spišský Štiavnik,2698,1385,51.33,1313,48.67
SK0416523925,Svit,7743,3698,47.76,4045,52.24
SK0416523933,Štrba,3415,1669,48.87,1746,51.13
SK0416523950,Švábovce,1589,760,47.83,829,52.17
SK0416524018,Veľký Slavkov,1477,731,49.49,746,50.51
SK0416524026,Vernár,572,289,50.52,283,49.48
SK0416524034,Vikartovce,1856,923,49.73,933,50.27
SK0416524093,Vydrník,1288,674,52.33,614,47.67
SK0416524107,Šuňava,1957,976,49.87,981,50.13
SK0416524131,Ždiar,1374,684,49.78,690,50.22
SK0416559890,Štôla,514,264,51.36,250,48.64
SK0416560103,Vysoké Tatry,3901,1854,47.53,2047,52.47
SK0416580368,Tatranská Javorina,177,95,53.67,82,46.33
SK0417518522,Haniska (Okres Prešov),739,359,48.58,380,51.42
SK0417518590,Ľubotice,3638,1787,49.12,1851,50.88
SK0417524140,Prešov,84824,40644,47.92,44180,52.08
SK0417524158,Abranovce,690,340,49.28,350,50.72
SK0417524174,Bajerov,420,213,50.71,207,49.29
SK0417524191,Bertotovce,510,269,52.75,241,47.25
SK0417524212,Brestov (Okres Prešov),448,223,49.78,225,50.22
SK0417524221,Bretejovce,434,206,47.47,228,52.53
SK0417524255,Brežany,199,103,51.76,96,48.24
SK0417524263,Bzenov,748,367,49.06,381,50.94
SK0417524271,Čelovce (Okres Prešov),355,186,52.39,169,47.61
SK0417524301,Červenica,1033,517,50.05,516,49.95
SK0417524336,Demjata,1101,559,50.77,542,49.23
SK0417524352,Drienov,2238,1111,49.64,1127,50.36
SK0417524361,Drienovská Nová Ves,805,413,51.3,392,48.7
SK0417524387,Dulova Ves,1422,723,50.84,699,49.16
SK0417524395,Fintice,2167,1103,50.9,1064,49.1
SK0417524409,Fričovce,1136,594,52.29,542,47.71
SK0417524417,Fulianka,411,198,48.18,213,51.82
SK0417524425,Geraltov,122,63,51.64,59,48.36
SK0417524433,Gregorovce,898,441,49.11,457,50.89
SK0417524450,Hendrichovce,261,130,49.81,131,50.19
SK0417524468,Hermanovce,1658,857,51.69,801,48.31
SK0417524476,Hrabkov,698,358,51.29,340,48.71
SK0417524506,Chmeľov,1066,568,53.28,498,46.72
SK0417524514,Chmeľovec,449,218,48.55,231,51.45
SK0417524522,Chminianska Nová Ves,1259,625,49.64,634,50.36
SK0417524531,Chminianske Jakubovany,2775,1399,50.41,1376,49.59
SK0417524549,Chmiňany,1003,511,50.95,492,49.05
SK0417524581,Janov,327,162,49.54,165,50.46
SK0417524590,Janovík,385,174,45.19,211,54.81
SK0417524620,Kapušany,2187,1062,48.56,1125,51.44
SK0417524638,Kendice,2012,1025,50.94,987,49.06
SK0417524646,Klenov,239,127,53.14,112,46.86
SK0417524654,Kojatice,1154,590,51.13,564,48.87
SK0417524662,Kokošovce,914,461,50.44,453,49.56
SK0417524697,Krížovany,351,182,51.85,169,48.15
SK0417524701,Kvačany (Okres Prešov),283,143,50.53,140,49.47
SK0417524727,Lada,832,407,48.92,425,51.08
SK0417524735,Lažany,176,93,52.84,83,47.16
SK0417524743,Lemešany,1995,967,48.47,1028,51.53
SK0417524751,Lesíček,418,210,50.24,208,49.76
SK0417524760,Ličartovce,948,511,53.9,437,46.1
SK0417524786,Lipovce,501,251,50.1,250,49.9
SK0417524794,Ľubovec,498,255,51.2,243,48.8
SK0417524808,Lúčina,165,79,47.88,86,52.12
SK0417524832,Malý Slivník,1032,504,48.84,528,51.16
SK0417524841,Malý Šariš,1746,853,48.85,893,51.15
SK0417524867,Miklušovce,305,154,50.49,151,49.51
SK0417524883,Mirkovce,1356,667,49.19,689,50.81
SK0417524905,Mošurov,180,83,46.11,97,53.89
SK0417524913,Nemcovce (Okres Prešov),476,246,51.68,230,48.32
SK0417524930,Okružná,489,226,46.22,263,53.78
SK0417524964,Ondrašovce,60,29,48.33,31,51.67
SK0417524999,Ovčie,661,337,50.98,324,49.02
SK0417525014,Petrovany,1976,957,48.43,1019,51.57
SK0417525022,Podhorany (Okres Prešov),857,421,49.12,436,50.88
SK0417525031,Podhradík,418,199,47.61,219,52.39
SK0417525057,Proč,402,198,49.25,204,50.75
SK0417525065,Pušovce,517,263,50.87,254,49.13
SK0417525073,Radatice,784,392,50,392,50
SK0417525111,Rokycany,1064,521,48.97,543,51.03
SK0417525138,Ruská Nová Ves,1305,666,51.03,639,48.97
SK0417525154,Sedlice,979,497,50.77,482,49.23
SK0417525162,Seniakovce,163,78,47.85,85,52.15
SK0417525171,Svinia,2384,1207,50.63,1177,49.37
SK0417525189,Šarišská Poruba,641,309,48.21,332,51.79
SK0417525197,Šarišská Trstená,356,172,48.31,184,51.69
SK0417525201,Šarišské Bohdanovce,949,476,50.16,473,49.84
SK0417525251,Šindliar,557,286,51.35,271,48.65
SK0417525260,Široké,2436,1226,50.33,1210,49.67
